,Natural Language Query,Generated SQL Query,Result
911537         8/19/2013
911538         8/19/2013
911539         8/23/2013
911541         8/19/2013
911542         8/15/2013
911543          8/6/2013
911545         8/21/2013
911546         8/20/2013
911547         8/21/2013
911548         8/19/2013
911549         1/22/2014
911550         1/22/2014
911551         8/20/2013
911552         8/21/2013
911553         8/23/2013
911554         8/25/2013
911555         8/20/2013
911556         8/20/2013
911557         8/19/2013
911558         8/25/2013
911559         8/19/2013
911560         8/25/2013
911561         8/15/2013
911562         8/15/2013
911568         8/23/2013
911569         8/22/2013
911574         8/19/2013
911575         8/25/2013
911576         8/19/2013
911577         8/21/2013
911578         8/19/2013
911579          8/7/2013
911580         8/22/2013
911581         8/19/2013
911582         8/19/2013
911583         8/23/2013
911584         8/25/2013
911590         8/20/2013
911591         8/22/2013
911603         8/19/2013
911605          4/9/2014
911606          8/6/2013
911607          8/6/2013
911608         8/22/2013
911609         8/20/2013
911610         8/25/2013
911611         8/21/2013
911612         8/21/2013
911613         8/21/2013
911615         8/19/2013
911616         8/19/2013
911617         1/22/2014
911618         8/22/2013
911619         8/22/2013
911620         8/23/2013
911621         8/23/2013
911622         8/25/2013
911623         8/25/2013
911624         8/21/2013
911625         8/25/2013
911626         8/22/2013
911627         8/22/2013
911628         8/23/2013
911629         8/20/2013
911630         8/22/2013
911631         8/19/2013
911632         8/22/2013
911633         8/22/2013
911634         8/19/2013
911635         8/21/2013
911637         1/22/2014
911638         8/23/2013
911639         8/22/2013
911640          8/6/2013
911642         8/19/2013
911643          8/6/2013
911644         8/21/2013
911645         8/23/2013
911646          8/6/2013
911647          8/6/2013
911649         8/23/2013
911650         8/25/2013
911653         8/19/2013
911654         8/20/2013
911655         8/20/2013
911656         8/20/2013
911657         8/25/2013
911660         8/21/2013
911661         8/19/2013
911664         8/15/2013
911667         8/25/2013
911668         8/23/2013
911671         8/23/2013
911675         8/22/2013
911677         8/21/2013
911680         8/23/2013
911681         8/25/2013
911682          8/6/2013
911685         8/23/2013
911687         8/22/2013
911688         8/19/2013
911689         8/23/2013
911690         8/19/2013
911691         8/22/2013
911692         8/20/2013
911693         8/21/2013
911694         8/22/2013
911695         8/23/2013
911696         8/20/2013
911697         8/19/2013
911698         8/22/2013
911699         8/21/2013
911700         8/19/2013
911701         8/12/2013
911702         8/22/2013
911703         8/20/2013
911705         8/23/2013
911706         8/25/2013
911707         8/19/2013
911708         8/23/2013
911709         8/22/2013
911710         8/20/2013
911711         8/25/2013
911712         8/22/2013
911713         8/21/2013
911714         8/19/2013
911715         8/23/2013
911716         8/19/2013
911717         8/25/2013
911718          8/6/2013
911719         8/22/2013
911720         8/19/2013
911721         8/23/2013
911722         8/20/2013
911723         8/19/2013
911724         8/21/2013
911725         8/25/2013
911726         8/20/2013
911727         8/20/2013
911728         8/22/2013
911729         8/21/2013
911730         8/23/2013
911731         8/23/2013
911732         8/23/2013
911733         8/25/2013
911734         8/23/2013
911735         8/23/2013
911736         8/20/2013
911738         8/20/2013
911739         8/22/2013
911740         8/19/2013
911743         8/23/2013
911744          8/7/2013
911745         8/19/2013
911748         8/12/2013
911749         8/12/2013
911750         8/21/2013
911751         8/21/2013
911752         8/25/2013
911753         8/22/2013
911754         8/22/2013
911757         8/23/2013
911760         8/12/2013
911761         8/23/2013
911762         8/21/2013
911763         8/23/2013
911764          8/6/2013
911765         8/22/2013
911767         8/22/2013
911768         8/22/2013
911769         8/25/2013
911770         8/16/2013
911771         8/23/2013
911772          8/6/2013
911773         8/22/2013
911774          8/6/2013
911776         8/23/2013
911777         8/15/2013
911778         8/23/2013
911780         8/23/2013
911781          8/7/2013
911782         8/19/2013
911783         8/22/2013
911784         8/25/2013
911785         8/23/2013
911786         8/22/2013
911787         8/20/2013
911788         8/15/2013
911789         8/16/2013
911791         8/23/2013
911792         8/15/2013
911793         8/20/2013
911794         8/22/2013
911795         1/22/2014
911796         8/20/2013
911797         8/25/2013
911798         8/23/2013
911799         8/22/2013
911800         8/21/2013
911801         8/23/2013
911802         8/23/2013
911803         8/25/2013
911804          8/7/2013
911806         8/20/2013
911807        12/31/2013
911808         8/22/2013
911810         8/25/2013
911811         8/19/2013
911812         8/22/2013
911813         8/20/2013
911814         8/25/2013
911815         8/22/2013
911816         8/23/2013
911818         8/23/2013
911819         8/25/2013
911820         8/23/2013
911821         8/25/2013
911822         8/19/2013
911823         8/25/2013
911824         8/19/2013
911825         8/22/2013
911826         8/21/2013
911827         8/25/2013
911828         8/23/2013
911829         8/23/2013
911831         8/21/2013
911832         8/22/2013
911833         8/23/2013
911835         8/22/2013
911836         8/22/2013
911839         8/23/2013
911841         8/23/2013
911843         8/19/2013
911844         8/19/2013
911845         8/20/2013
911846         8/22/2013
911848         8/23/2013
911850         8/20/2013
911851         8/25/2013
911852         8/19/2013
911853         8/21/2013
911854         8/19/2013
911855         8/25/2013
911856         8/22/2013
911857         8/19/2013
911858         8/21/2013
911859         8/22/2013
911860         8/23/2013
911861         8/22/2013
911862         8/19/2013
911863         8/22/2013
911864         8/20/2013
911865         8/25/2013
911866         8/20/2013
911867         8/25/2013
911868         8/23/2013
911869         8/25/2013
911870         8/20/2013
911871         8/22/2013
911872         8/23/2013
911873         8/22/2013
911874          8/6/2013
911875         8/19/2013
911876         8/19/2013
911878         8/25/2013
911879         8/19/2013
911880         8/22/2013
911883         8/19/2013
911884         8/22/2013
911885         8/19/2013
911886         8/23/2013
911887         1/22/2014
911888         8/21/2013
911889         8/23/2013
911892         8/23/2013
911894         8/20/2013
911896         8/20/2013
911897         8/23/2013
911898         8/20/2013
911899         8/25/2013
911900         8/22/2013
911901         8/23/2013
911904         8/19/2013
911905         8/21/2013
911906         8/23/2013
911907         8/19/2013
911908         8/22/2013
911909         8/15/2013
911910         8/23/2013
911911         8/19/2013
911912         8/25/2013
911913         8/23/2013
911914         8/23/2013
911915         8/22/2013
911916         8/20/2013
911917         8/15/2013
911918         8/19/2013
911919         8/20/2013
911920         8/19/2013
911922         8/23/2013
911923         8/20/2013
911924         8/20/2013
911925         8/20/2013
911926         8/19/2013
911928         1/22/2014
911930         8/22/2013
911931         1/22/2014
911932         8/22/2013
911933         8/25/2013
911934         8/25/2013
911935         8/22/2013
911936         8/14/2013
911937         8/25/2013
911938         8/22/2013
911940         8/23/2013
911941         8/23/2013
911942         8/22/2013
911943         8/22/2013
911944         8/19/2013
911945         8/20/2013
911946         8/19/2013
911947         8/23/2013
911948         8/22/2013
911949         8/23/2013
911950         8/19/2013
911951         8/19/2013
911952         8/22/2013
911953         8/20/2013
911954         8/22/2013
911955         8/19/2013
911956         8/23/2013
911957         8/19/2013
911958         8/22/2013
911959         8/25/2013
911960         8/22/2013
911961         8/20/2013
911962         8/22/2013
911963         8/16/2013
911964         8/22/2013
911965         8/22/2013
911966         8/20/2013
911967         8/23/2013
911968         8/23/2013
911969         8/25/2013
911970         8/21/2013
911971         8/22/2013
911972         8/20/2013
911973         8/21/2013
911974         8/22/2013
911975         8/20/2013
911976         8/25/2013
911977         8/22/2013
911978         8/20/2013
911979         8/25/2013
911980         8/23/2013
911981         8/19/2013
911982         8/22/2013
911983         8/20/2013
911984         8/20/2013
911985         8/15/2013
911989         8/23/2013
911990         8/15/2013
911991         8/25/2013
911992         8/23/2013
911993         8/25/2013
911995         8/19/2013
911998         8/19/2013
911999         8/19/2013
912003         8/20/2013
912006         8/25/2013
912007         8/20/2013
912008         8/25/2013
912009         8/23/2013
912012        12/31/2013
912013         1/22/2014
912014         8/20/2013
912017         8/23/2013
912018         8/19/2013
912019         8/23/2013
912020         8/19/2013
912023         8/20/2013
912024         8/23/2013
912027         8/23/2013
912028         8/25/2013
912030         8/23/2013
912031         8/23/2013
912032        12/31/2013
912033         8/22/2013
912034         8/21/2013
912035         8/23/2013
912036         8/23/2013
912037         8/22/2013
912038         8/22/2013
912039         8/25/2013
912040         8/23/2013
912041         8/22/2013
912042         8/20/2013
912043         8/22/2013
912046         8/23/2013
912047         8/25/2013
912049         8/23/2013
912050         8/20/2013
912051         8/22/2013
912052         8/25/2013
912053         8/23/2013
912054         8/25/2013
912055         8/19/2013
912056         8/20/2013
912057         8/23/2013
912058         8/23/2013
912059         8/25/2013
912060         8/19/2013
912061         8/22/2013
912062         8/22/2013
912063         8/23/2013
912064         8/22/2013
912065         8/22/2013
912066         8/23/2013
912067         8/22/2013
912068        12/31/2013
912069         8/25/2013
912070        12/31/2013
912071         8/19/2013
912072        12/31/2013
912073         8/23/2013
912074         1/22/2014
912075         8/25/2013
912076         8/25/2013
912077         8/23/2013
912078         8/20/2013
912079         8/23/2013
912080         8/20/2013
912081         1/22/2014
912082         8/25/2013
912083         8/22/2013
912084         8/14/2013
912085         8/25/2013
912087         8/25/2013
912088         8/14/2013
912089         8/25/2013
912090         8/25/2013
912091         8/22/2013
912092         8/22/2013
912093         8/25/2013
912094         8/22/2013
912096         8/21/2013
912097         8/20/2013
912098         8/22/2013
912099         8/20/2013
912101         8/25/2013
912102         8/15/2013
912103         1/22/2014
912106         8/25/2013
912107         8/20/2013
912108         8/25/2013
912109         8/21/2013
912110         8/22/2013
912111         8/22/2013
912112         8/22/2013
912113         8/21/2013
912114        12/31/2013
912115         8/22/2013
912116         8/22/2013
912118         8/22/2013
912119         8/20/2013
912121         8/23/2013
912122         8/22/2013
912123         8/22/2013
912124         8/19/2013
912125         8/25/2013
912126         8/15/2013
912127         8/23/2013
912128         8/20/2013
912129         8/15/2013
912130         8/22/2013
912131         8/25/2013
912133         8/14/2013
912134         8/25/2013
912135         8/25/2013
912136         8/20/2013
912137         8/20/2013
912138         8/22/2013
912139         8/19/2013
912140         8/22/2013
912141         8/20/2013
912142         8/20/2013
912143         8/22/2013
912144         8/21/2013
912145         8/22/2013
912146         8/19/2013
912147         8/20/2013
912148          8/5/2013
912149         8/25/2013
912150         8/23/2013
912151         8/20/2013
912152          8/5/2013
912153         8/21/2013
912154         8/22/2013
912155         8/23/2013
912157         8/23/2013
912158         8/25/2013
912159         8/16/2013
912160         8/25/2013
912161         8/16/2013
912162          8/7/2013
912163         8/20/2013
912165         8/25/2013
912166         8/19/2013
912167         8/22/2013
912168          8/6/2013
912169         8/23/2013
912170         8/21/2013
912171         8/20/2013
912172         8/25/2013
912173         8/21/2013
912175         8/23/2013
912176         8/19/2013
912177         8/19/2013
912178          8/6/2013
912179         8/20/2013
912180         8/22/2013
912181         8/20/2013
912184         8/21/2013
912185         8/19/2013
912186         8/22/2013
912187          8/5/2013
912188         8/19/2013
912191         8/25/2013
912194         8/23/2013
912195         8/23/2013
912196         8/19/2013
912197         8/19/2013
912200         8/23/2013
912201         8/19/2013
912202         8/22/2013
912203         8/25/2013
912204         8/15/2013
912205         8/19/2013
912206         8/25/2013
912209         8/19/2013
912210         8/25/2013
912211         8/23/2013
912214         8/21/2013
912217         8/15/2013
912218         8/23/2013
912219         8/23/2013
912222         8/25/2013
912224         8/21/2013
912225         8/22/2013
912228         8/22/2013
912229         8/20/2013
912230         8/22/2013
912233         8/25/2013
912246         8/19/2013
912247         8/25/2013
912248         8/20/2013
912249         8/15/2013
912253         8/22/2013
912254         8/23/2013
912257         8/22/2013
912258         8/20/2013
912261         8/23/2013
912262          8/5/2013
912263         8/22/2013
912265         8/20/2013
912266         8/15/2013
912267         8/21/2013
912268         8/25/2013
912270         8/21/2013
912272        12/31/2013
912273         8/25/2013
912274         8/20/2013
912275         8/20/2013
912276         8/25/2013
912277         8/19/2013
912278         8/21/2013
912279         8/14/2013
912281         8/19/2013
912282         8/19/2013
912283         8/16/2013
912284         8/20/2013
912285         8/25/2013
912288         8/23/2013
912291         8/20/2013
912294         8/19/2013
912295         8/16/2013
912296         8/16/2013
912297         8/16/2013
912298        12/31/2013
912299         8/20/2013
912301         8/23/2013
912302         8/20/2013
912305         8/23/2013
912306         8/23/2013
912307         8/23/2013
912311         8/22/2013
912312         8/21/2013
912315         8/20/2013
912316         8/23/2013
912319         8/22/2013
912321         8/23/2013
912322         8/23/2013
912323         8/25/2013
912324         8/25/2013
912325         8/22/2013
912326         8/21/2013
912329         8/22/2013
912332         8/25/2013
912333         8/23/2013
912334         1/22/2014
912341         8/20/2013
912343         8/19/2013
912344         8/25/2013
912345         8/20/2013
912346         8/21/2013
912347         8/22/2013
912348         8/21/2013
912349         8/22/2013
912350         8/23/2013
912351         8/23/2013
912352         8/19/2013
912353         8/22/2013
912354         1/22/2014
912355         8/19/2013
912356         8/25/2013
912357         8/23/2013
912358         8/25/2013
912359         8/20/2013
912364         8/20/2013
912365         8/19/2013
912366         8/21/2013
912367         8/20/2013
912368         8/22/2013
912369         8/22/2013
912370         8/19/2013
912371         8/23/2013
912372         8/25/2013
912373         8/25/2013
912374         8/20/2013
912385         8/25/2013
912386         8/25/2013
912387         8/25/2013
912388         8/20/2013
912389         8/20/2013
912391         8/21/2013
912393         8/25/2013
912394         8/25/2013
912395         8/25/2013
912396         8/19/2013
912397         8/25/2013
912398         8/19/2013
912399         8/25/2013
912400         8/23/2013
912401         8/22/2013
912402         8/21/2013
912403         8/20/2013
912404         8/25/2013
912405         8/20/2013
912406         8/22/2013
912407         8/25/2013
912408         8/20/2013
912409         8/25/2013
912410         8/25/2013
912411         8/19/2013
912412         8/22/2013
912413         8/25/2013
912416         8/21/2013
912417         8/21/2013
912418         8/25/2013
912419         8/21/2013
912420         8/21/2013
912421         8/23/2013
912422         8/23/2013
912423         8/19/2013
912425         8/23/2013
912426         8/25/2013
912427         8/19/2013
912428         8/25/2013
912429         8/25/2013
912430         8/21/2013
912431         8/22/2013
912432          4/9/2014
912434         8/25/2013
912435         8/21/2013
912436         8/25/2013
912437         8/23/2013
912438         8/19/2013
912439         8/14/2013
912441         8/19/2013
912442         8/20/2013
912443         8/25/2013
912444         8/22/2013
912445         8/19/2013
912446         8/19/2013
912447         8/23/2013
912448         8/23/2013
912449         8/19/2013
912450         8/19/2013
912453         8/22/2013
912454         8/22/2013
912455          8/7/2013
912456         8/23/2013
912457         8/19/2013
912458         8/20/2013
912459         8/25/2013
912460         8/25/2013
912461         8/20/2013
912462         8/23/2013
912463         8/25/2013
912464         1/22/2014
912465         8/20/2013
912466          8/7/2013
912467         8/19/2013
912468         8/23/2013
912469         8/25/2013
912470         1/22/2014
912471         8/23/2013
912472         8/21/2013
912473         8/25/2013
912474         8/23/2013
912476         8/20/2013
912477         8/21/2013
912478         8/22/2013
912479         8/19/2013
912480         8/21/2013
912481         8/20/2013
912483          8/5/2013
912484         8/19/2013
912485         8/23/2013
912486         8/22/2013
912487         8/20/2013
912489         8/20/2013
912490         8/23/2013
912491         8/22/2013
912492         8/21/2013
912493         8/21/2013
912494         8/21/2013
912495         8/19/2013
912497         8/19/2013
912498        12/31/2013
912499        12/31/2013
912500         8/23/2013
912501         8/15/2013
912502         8/25/2013
912503         8/25/2013
912504         8/22/2013
912505         8/21/2013
912506         8/23/2013
912507         8/23/2013
912508         8/19/2013
912509         8/23/2013
912510         8/20/2013
912511         8/20/2013
912512         8/19/2013
912513         8/19/2013
912514         8/21/2013
912515         8/23/2013
912516         8/20/2013
912517         8/23/2013
912518         8/21/2013
912519         8/19/2013
912520         8/25/2013
912521         8/25/2013
912522         8/23/2013
912523         8/20/2013
912524         8/20/2013
912525         8/20/2013
912527         8/23/2013
912528         8/25/2013
912529         8/23/2013
912530         8/25/2013
912531         8/22/2013
912532         8/21/2013
912533         8/21/2013
912534         8/23/2013
912535         8/20/2013
912536         8/23/2013
912537         8/23/2013
912538         8/20/2013
912539         8/22/2013
912540         8/22/2013
912541         8/20/2013
912542         8/23/2013
912543         8/25/2013
912544          8/5/2013
912545         8/23/2013
912546         8/25/2013
912547         1/22/2014
912548         8/25/2013
912549         8/25/2013
912550         8/23/2013
912551         8/23/2013
912552         8/14/2013
912556         8/22/2013
912559         8/25/2013
912560         8/22/2013
912561         8/23/2013
912562         8/23/2013
912563         8/25/2013
912564         8/20/2013
912565         8/25/2013
912566         8/25/2013
912567         8/19/2013
912568         8/20/2013
912569         8/20/2013
912570         8/21/2013
912571         8/21/2013
912576         8/25/2013
912585         8/25/2013
912586         8/15/2013
912587         8/19/2013
912588         8/19/2013
912589         8/20/2013
912591         8/20/2013
912592         8/25/2013
912593         8/23/2013
912594         8/22/2013
912596         8/23/2013
912601         8/23/2013
912606         8/23/2013
912609         8/25/2013
912614         8/23/2013
912616         8/23/2013
912617         8/23/2013
912619         1/22/2014
912620         8/20/2013
912621         8/19/2013
912622         8/23/2013
912623         8/20/2013
912624         8/23/2013
912625         8/23/2013
912626         8/23/2013
912627         8/23/2013
912628         8/25/2013
912629         8/20/2013
912630         8/23/2013
912631         8/25/2013
912632         8/23/2013
912633         8/19/2013
912634         8/23/2013
912635         8/20/2013
912636         8/20/2013
912637         8/20/2013
912638         8/25/2013
912639         8/23/2013
912640         8/23/2013
912641         8/23/2013
912642         8/20/2013
912643         8/20/2013
912645         8/23/2013
912646         8/23/2013
912647         8/23/2013
912649         8/20/2013
912650         8/23/2013
912651          8/6/2013
912652         8/25/2013
912653         8/23/2013
912654         8/20/2013
912655         8/19/2013
912656         8/20/2013
912657         8/23/2013
912658         8/23/2013
912659          8/6/2013
912660         8/20/2013
912661         8/20/2013
912662         8/23/2013
912663         8/20/2013
912664         8/20/2013
912665         8/20/2013
912668         8/23/2013
912675         8/23/2013
912678         8/22/2013
912681         8/20/2013
912682         8/23/2013
912683         1/22/2014
912684         8/20/2013
912691         8/20/2013
912692         8/20/2013
912695         8/15/2013
912699         8/25/2013
912700         8/20/2013
912701         8/25/2013
912709         8/23/2013
912711         8/23/2013
912712         8/23/2013
912713         8/23/2013
912714         8/15/2013
912715         8/25/2013
912716         8/25/2013
912717         8/23/2013
912718         8/23/2013
912719         8/19/2013
912720         8/23/2013
912721          8/6/2013
912722         8/20/2013
912723         8/25/2013
912724         8/23/2013
912725         8/22/2013
912726         8/14/2013
912727         8/23/2013
912728         8/23/2013
912729         8/23/2013
912730         8/23/2013
912731         8/14/2013
912732         8/23/2013
912733         8/21/2013
912734         8/20/2013
912735         8/25/2013
912736         8/23/2013
912737         8/20/2013
912738         8/23/2013
912739         8/20/2013
912740         8/25/2013
912741         8/23/2013
912742         8/21/2013
912743         8/21/2013
912744         8/23/2013
912746         8/25/2013
912747         1/22/2014
912748         8/20/2013
912749         8/23/2013
912751         8/23/2013
912752         8/23/2013
912757         8/23/2013
912758         8/23/2013
912761         8/25/2013
912762         8/22/2013
912763         8/23/2013
912764         8/25/2013
912767         8/23/2013
912768         8/23/2013
912771         8/20/2013
912772         8/20/2013
912775         8/20/2013
912776         8/23/2013
912777         8/25/2013
912778         8/25/2013
912779         8/20/2013
912781         8/25/2013
912782         8/20/2013
912783         8/23/2013
912784         8/23/2013
912785         8/23/2013
912786          8/6/2013
912787         8/23/2013
912788         8/16/2013
912790         8/23/2013
912791         8/25/2013
912792         8/23/2013
912793         8/25/2013
912796         8/20/2013
912797         8/23/2013
912798         8/23/2013
912800         8/23/2013
912801         8/20/2013
912802         8/20/2013
912803         8/23/2013
912804         8/15/2013
912807         8/23/2013
912808         8/23/2013
912809         8/23/2013
912810         8/20/2013
912811         8/23/2013
912812         8/21/2013
912813         8/23/2013
912814         8/23/2013
912815         8/20/2013
912816         8/23/2013
912817         8/23/2013
912818         8/20/2013
912820         8/21/2013
912821         8/23/2013
912822         8/23/2013
912823         8/20/2013
912825         8/15/2013
912828         8/22/2013
912829         8/20/2013
912830         8/23/2013
912831         8/23/2013
912832         8/23/2013
912833         8/23/2013
912834         8/25/2013
912837         8/23/2013
912838         8/15/2013
912839         8/25/2013
912841         8/23/2013
912842         8/23/2013
912845         8/25/2013
912848         8/23/2013
912849         8/25/2013
912852         8/23/2013
912853         8/23/2013
912854         8/14/2013
912855         8/20/2013
912856         8/20/2013
912859         8/23/2013
912860         8/15/2013
912863         8/23/2013
912864         8/22/2013
912865         8/23/2013
912866         8/23/2013
912867         8/25/2013
912868         8/20/2013
912869         8/21/2013
912872         8/20/2013
912874         8/20/2013
912875         8/23/2013
912876         8/22/2013
912878         8/23/2013
912879         8/20/2013
912880         8/23/2013
912882         8/25/2013
912883         8/23/2013
912884         8/20/2013
912886         8/21/2013
912887         8/23/2013
912888         8/23/2013
912891         8/20/2013
912892         8/23/2013
912894         8/23/2013
912896         8/20/2013
912897         8/20/2013
912898         8/23/2013
912899         8/20/2013
912900          8/5/2013
912901         8/20/2013
912902         8/20/2013
912903         8/21/2013
912904         8/22/2013
912905         8/23/2013
912906         8/21/2013
912908         8/23/2013
912909         8/20/2013
912910         8/22/2013
912912         8/21/2013
912913         8/23/2013
912914         8/19/2013
912915         8/19/2013
912916         8/23/2013
912918          8/6/2013
912919         8/22/2013
912920         8/15/2013
912921          8/6/2013
912922         8/20/2013
912923         8/20/2013
912924         8/21/2013
912925         8/22/2013
912926         8/20/2013
912927         8/20/2013
912928         8/25/2013
912929         8/20/2013
912930         8/23/2013
912931         8/22/2013
912933         8/15/2013
912934         8/23/2013
912935         8/20/2013
912936         8/25/2013
912937         8/23/2013
912938         8/20/2013
912939         8/20/2013
912940         8/20/2013
912941         8/15/2013
912942         8/20/2013
912944         8/19/2013
912945         8/20/2013
912946         8/22/2013
912947         8/25/2013
912948         8/15/2013
912949         8/25/2013
912950         8/20/2013
912951         8/23/2013
912953         8/22/2013
912954         8/20/2013
912955         8/23/2013
912956         8/23/2013
912957         8/21/2013
912958         8/25/2013
912959         8/23/2013
912960          8/6/2013
912961         8/25/2013
912962         8/20/2013
912963         8/20/2013
912966         8/23/2013
912967         8/23/2013
912969         8/22/2013
912972         8/20/2013
912973         8/23/2013
912974         8/20/2013
912975         8/23/2013
912977         8/23/2013
912979         8/23/2013
912980         8/23/2013
912981         8/22/2013
912982         8/23/2013
912985         8/23/2013
912986         8/23/2013
912987         8/25/2013
912988         8/22/2013
912989         8/22/2013
912990         8/23/2013
912993         8/21/2013
912994         8/23/2013
912997         8/15/2013
912998         8/23/2013
912999         8/22/2013
913000         8/20/2013
913001         8/23/2013
913004         8/25/2013
913005         8/21/2013
913006         8/20/2013
913009         8/23/2013
913010         8/20/2013
913011         8/25/2013
913013         8/15/2013
913016         8/20/2013
913018         8/22/2013
913019         8/22/2013
913020         8/23/2013
913021         8/20/2013
913022         8/19/2013
913023         8/23/2013
913025         8/20/2013
913026         8/23/2013
913028         8/25/2013
913029         8/22/2013
913030         8/21/2013
913031         8/21/2013
913032         8/23/2013
913033         8/25/2013
913035         8/20/2013
913038         8/23/2013
913039         8/23/2013
913040         8/19/2013
913041         8/20/2013
913042         8/23/2013
913043         8/22/2013
913046         8/23/2013
913047         8/19/2013
913048         8/23/2013
913051         8/19/2013
913052         8/16/2013
913055         8/23/2013
913056         8/25/2013
913057         8/23/2013
913060         8/23/2013
913061         8/23/2013
913062         8/22/2013
913065         8/14/2013
913066         8/19/2013
913067         8/14/2013
913068         8/23/2013
913069         8/23/2013
913071          8/7/2013
913072         8/22/2013
913075         8/16/2013
913076         8/22/2013
913078         8/21/2013
913079         8/23/2013
913082         8/20/2013
913083         8/22/2013
913084         8/21/2013
913085         8/23/2013
913086         8/23/2013
913089         8/23/2013
913090         8/21/2013
913092         8/20/2013
913093         8/21/2013
913094         8/23/2013
913095         8/25/2013
913096         8/14/2013
913097         8/19/2013
913099         8/20/2013
913100         8/22/2013
913101         8/20/2013
913102         8/23/2013
913103         8/22/2013
913104         8/23/2013
913107         8/25/2013
913108         8/20/2013
913110         8/23/2013
913111          8/6/2013
913112          8/6/2013
913113         8/15/2013
913114         8/16/2013
913115         8/23/2013
913116         8/25/2013
913117         8/20/2013
913118          8/6/2013
913120         8/21/2013
913121         8/21/2013
913122         8/22/2013
913123         8/25/2013
913124         8/23/2013
913125         8/21/2013
913126         8/25/2013
913127         8/21/2013
913128         8/23/2013
913129         8/23/2013
913130         8/15/2013
913131         8/23/2013
913133         8/25/2013
913134          8/6/2013
913135         8/19/2013
913136         8/25/2013
913137         8/23/2013
913138         8/22/2013
913140         8/23/2013
913141         8/23/2013
913142         8/20/2013
913144         8/23/2013
913145         8/23/2013
913146         8/20/2013
913147         8/25/2013
913148         8/25/2013
913149         8/23/2013
913150         8/23/2013
913151         8/15/2013
913152         8/20/2013
913153         8/22/2013
913155         8/23/2013
913156         8/23/2013
913157         8/23/2013
913158         8/21/2013
913159         8/25/2013
913160         8/23/2013
913161         8/23/2013
913162         8/23/2013
913163         8/23/2013
913164         8/22/2013
913165         8/22/2013
913166         8/23/2013
913169         8/20/2013
913183         8/25/2013
913184         8/21/2013
913185         8/23/2013
913186         8/19/2013
913189         8/22/2013
913191         8/20/2013
913193         8/21/2013
913195         8/20/2013
913197         8/23/2013
913198         8/22/2013
913199         8/23/2013
913201         8/23/2013
913202          8/7/2013
913203          8/7/2013
913204         8/23/2013
913205         8/16/2013
913207         8/25/2013
913208         8/20/2013
913209         8/25/2013
913210         8/21/2013
913211         8/21/2013
913212         8/21/2013
913213        12/31/2013
913214         8/23/2013
913215         8/23/2013
913216          4/9/2014
913217          8/7/2013
913218         8/23/2013
913219         8/20/2013
913220         8/20/2013
913221         8/19/2013
913222         8/25/2013
913223          8/7/2013
913224         8/23/2013
913225         8/25/2013
913226         8/23/2013
913227         8/19/2013
913228         8/23/2013
913230         8/25/2013
913231         8/20/2013
913232         8/22/2013
913233         8/25/2013
913234         8/20/2013
913235         8/22/2013
913236         8/21/2013
913237         8/25/2013
913241         8/22/2013
913242         8/23/2013
913243         8/19/2013
913244         2/20/2014
913245         8/19/2013
913246         8/20/2013
913247         8/21/2013
913248         8/22/2013
913250         8/22/2013
913251         8/20/2013
913254        12/31/2013
913256        12/31/2013
913258         8/25/2013
913263         8/16/2013
913264         8/25/2013
913265         8/20/2013
913266         8/14/2013
913267         8/23/2013
913268         8/22/2013
913269         8/20/2013
913270         8/19/2013
913272         8/23/2013
913273         8/12/2013
913274         8/22/2013
913275         8/23/2013
913276         8/25/2013
913277         8/23/2013
913278         8/15/2013
913279         8/20/2013
913280         8/20/2013
913281         8/23/2013
913282         8/22/2013
913283         8/23/2013
913284         8/25/2013
913285         8/21/2013
913286         8/23/2013
913287         8/25/2013
913288         8/22/2013
913289         8/22/2013
913290         8/22/2013
913291         8/21/2013
913292         8/20/2013
913293         8/21/2013
913294         8/22/2013
913295         8/23/2013
913296         8/22/2013
913297         8/20/2013
913298         8/25/2013
913299         8/21/2013
913301         8/23/2013
913303         8/20/2013
913304         8/25/2013
913305         8/20/2013
913306         8/21/2013
913307         8/23/2013
913308         8/22/2013
913309         8/22/2013
913311         8/25/2013
913313         8/25/2013
913314         8/25/2013
913315         8/22/2013
913316         8/22/2013
913317         8/21/2013
913318         8/21/2013
913320         8/22/2013
913321         8/25/2013
913322         8/20/2013
913324         8/22/2013
913326         8/16/2013
913329         8/23/2013
913335         8/23/2013
913337         8/22/2013
913338         8/25/2013
913340         8/25/2013
913341         8/21/2013
913342         8/25/2013
913343         8/22/2013
913344         8/19/2013
913345         8/25/2013
913346         8/23/2013
913348         8/23/2013
913349         8/22/2013
913351         8/25/2013
913353         8/22/2013
913356         8/19/2013
913361         8/22/2013
913363         8/23/2013
913364         8/25/2013
913367         8/20/2013
913368         8/21/2013
913371         8/20/2013
913372         8/20/2013
913375         1/22/2014
913379         8/22/2013
913380         8/23/2013
913381         8/25/2013
913382         8/20/2013
913383         8/21/2013
913384         8/23/2013
913385         8/22/2013
913386         8/20/2013
913387         8/23/2013
913388         8/25/2013
913391         8/23/2013
913392         8/23/2013
913393         8/15/2013
913400         8/23/2013
913401         8/20/2013
913402         8/21/2013
913403         8/22/2013
913404         8/22/2013
913409         8/22/2013
913410         8/20/2013
913415         8/20/2013
913416         8/23/2013
913419         8/23/2013
913421        12/31/2013
913426         8/25/2013
913429         1/22/2014
