object_id,video_id,video_name,type,category,tracking_id,timestamp
"video8_32000_0","video8","The Universe Unveiled","cat","pet","",32000
"video8_32000_1","video8","The Universe Unveiled","dog","pet","",32000
"video8_33000_0","video8","The Universe Unveiled","monitor","electronics","",33000
"video8_33000_1","video8","The Universe Unveiled","cat","pet","",33000
"video8_33000_2","video8","The Universe Unveiled","person","","",33000
"video8_34000_0","video8","The Universe Unveiled","dog","pet","",34000
"video8_36000_0","video8","The Universe Unveiled","dog","pet","",36000
"video8_36000_1","video8","The Universe Unveiled","person","","",36000
"video8_37000_0","video8","The Universe Unveiled","monitor","electronics","",37000
"video8_38000_0","video8","The Universe Unveiled","monitor","electronics","",38000
"video8_42000_0","video8","The Universe Unveiled","cat","pet","",42000
"video8_42000_1","video8","The Universe Unveiled","monitor","electronics","",42000
"video8_42000_2","video8","The Universe Unveiled","car","vehicle","",42000
"video8_43000_0","video8","The Universe Unveiled","monitor","electronics","",43000
"video8_43000_1","video8","The Universe Unveiled","monitor","electronics","",43000
"video8_44000_0","video8","The Universe Unveiled","dog","pet","",44000
"video8_44000_1","video8","The Universe Unveiled","person","","",44000
"video8_46000_0","video8","The Universe Unveiled","cat","pet","",46000
"video8_46000_1","video8","The Universe Unveiled","car","vehicle","",46000
"video8_46000_2","video8","The Universe Unveiled","dog","pet","",46000
"video8_48000_0","video8","The Universe Unveiled","monitor","electronics","",48000
"video8_48000_1","video8","The Universe Unveiled","cat","pet","",48000
"video8_49000_0","video8","The Universe Unveiled","monitor","electronics","",49000
"video8_50000_0","video8","The Universe Unveiled","monitor","electronics","",50000
"video8_50000_1","video8","The Universe Unveiled","dog","pet","",50000
"video8_50000_2","video8","The Universe Unveiled","car","vehicle","",50000
"video8_52000_0","video8","The Universe Unveiled","monitor","electronics","",52000
"video8_53000_0","video8","The Universe Unveiled","person","","",53000
"video8_53000_1","video8","The Universe Unveiled","dog","pet","",53000
"video8_53000_2","video8","The Universe Unveiled","person","","",53000
"video8_54000_0","video8","The Universe Unveiled","dog","pet","",54000
"video8_55000_0","video8","The Universe Unveiled","monitor","electronics","",55000
"video8_55000_1","video8","The Universe Unveiled","person","","",55000
"video8_56000_0","video8","The Universe Unveiled","person","","",56000
"video8_57000_0","video8","The Universe Unveiled","cat","pet","",57000
"video8_58000_0","video8","The Universe Unveiled","cat","pet","",58000
"video8_60000_0","video8","The Universe Unveiled","monitor","electronics","",60000
"video8_60000_1","video8","The Universe Unveiled","monitor","electronics","",60000
"video8_61000_0","video8","The Universe Unveiled","monitor","electronics","971532fa-2c20-4de1-83a1-682cc7c78d76",61000
"video8_62000_0","video8","The Universe Unveiled","monitor","electronics","",62000
"video8_62000_1","video8","The Universe Unveiled","monitor","electronics","",62000
"video8_63000_0","video8","The Universe Unveiled","car","vehicle","",63000
"video8_65000_0","video8","The Universe Unveiled","dog","pet","8eb1df83-22ef-4484-869b-fdbab0b3f223",65000
"video8_65000_1","video8","The Universe Unveiled","dog","pet","",65000
"video8_67000_0","video8","The Universe Unveiled","person","","",67000
"video8_68000_0","video8","The Universe Unveiled","person","","",68000
"video8_69000_0","video8","The Universe Unveiled","person","","",69000
"video8_70000_0","video8","The Universe Unveiled","cat","pet","",70000
"video8_71000_0","video8","The Universe Unveiled","car","vehicle","",71000
"video8_72000_0","video8","The Universe Unveiled","monitor","electronics","",72000
"video8_72000_1","video8","The Universe Unveiled","dog","pet","",72000
"video8_73000_0","video8","The Universe Unveiled","car","vehicle","",73000
"video8_73000_1","video8","The Universe Unveiled","car","vehicle","",73000
"video8_73000_2","video8","The Universe Unveiled","dog","pet","",73000
"video8_74000_0","video8","The Universe Unveiled","cat","pet","",74000
"video8_74000_1","video8","The Universe Unveiled","person","","",74000
"video8_74000_2","video8","The Universe Unveiled","person","","",74000
"video8_75000_0","video8","The Universe Unveiled","person","","",75000
"video8_75000_1","video8","The Universe Unveiled","car","vehicle","",75000
"video8_75000_2","video8","The Universe Unveiled","person","","",75000
"video8_76000_0","video8","The Universe Unveiled","dog","pet","",76000
"video8_77000_0","video8","The Universe Unveiled","cat","pet","",77000
"video8_77000_1","video8","The Universe Unveiled","cat","pet","",77000
"video8_77000_2","video8","The Universe Unveiled","person","","",77000
"video8_78000_0","video8","The Universe Unveiled","car","vehicle","",78000
"video8_78000_1","video8","The Universe Unveiled","car","vehicle","",78000
"video8_79000_0","video8","The Universe Unveiled","cat","pet","",79000
"video8_82000_0","video8","The Universe Unveiled","cat","pet","",82000
"video8_84000_0","video8","The Universe Unveiled","dog","pet","",84000
"video8_84000_1","video8","The Universe Unveiled","cat","pet","",84000
"video8_84000_2","video8","The Universe Unveiled","dog","pet","",84000
"video8_85000_0","video8","The Universe Unveiled","car","vehicle","",85000
"video8_86000_0","video8","The Universe Unveiled","car","vehicle","",86000
"video8_86000_1","video8","The Universe Unveiled","car","vehicle","",86000
"video8_87000_0","video8","The Universe Unveiled","dog","pet","",87000
"video8_87000_1","video8","The Universe Unveiled","person","","",87000
"video8_87000_2","video8","The Universe Unveiled","person","","",87000
"video8_88000_0","video8","The Universe Unveiled","monitor","electronics","",88000
"video8_88000_1","video8","The Universe Unveiled","car","vehicle","",88000
"video8_89000_0","video8","The Universe Unveiled","monitor","electronics","",89000
"video8_89000_1","video8","The Universe Unveiled","monitor","electronics","",89000
"video8_89000_2","video8","The Universe Unveiled","monitor","electronics","",89000
"video8_90000_0","video8","The Universe Unveiled","person","","",90000
"video8_91000_0","video8","The Universe Unveiled","dog","pet","",91000
"video8_91000_1","video8","The Universe Unveiled","monitor","electronics","",91000
"video8_93000_0","video8","The Universe Unveiled","person","","",93000
"video8_93000_1","video8","The Universe Unveiled","person","","",93000
"video8_94000_0","video8","The Universe Unveiled","monitor","electronics","",94000
"video8_94000_1","video8","The Universe Unveiled","cat","pet","6f21d229-1c5d-43bd-9a31-79010574cde7",94000
"video8_96000_0","video8","The Universe Unveiled","monitor","electronics","971532fa-2c20-4de1-83a1-682cc7c78d76",96000
"video8_96000_1","video8","The Universe Unveiled","person","","",96000
"video8_96000_2","video8","The Universe Unveiled","person","","",96000
"video8_97000_0","video8","The Universe Unveiled","cat","pet","",97000
"video8_99000_0","video8","The Universe Unveiled","cat","pet","",99000
"video8_100000_0","video8","The Universe Unveiled","person","","",100000
"video8_100000_1","video8","The Universe Unveiled","car","vehicle","",100000
"video8_100000_2","video8","The Universe Unveiled","monitor","electronics","",100000
"video8_101000_0","video8","The Universe Unveiled","dog","pet","",101000
"video8_102000_0","video8","The Universe Unveiled","dog","pet","",102000
"video8_103000_0","video8","The Universe Unveiled","monitor","electronics","",103000
"video8_104000_0","video8","The Universe Unveiled","monitor","electronics","",104000
"video8_104000_1","video8","The Universe Unveiled","dog","pet","8eb1df83-22ef-4484-869b-fdbab0b3f223",104000
"video8_108000_0","video8","The Universe Unveiled","car","vehicle","",108000
"video8_108000_1","video8","The Universe Unveiled","dog","pet","",108000
"video8_108000_2","video8","The Universe Unveiled","dog","pet","",108000
"video8_109000_0","video8","The Universe Unveiled","person","","",109000
"video8_109000_1","video8","The Universe Unveiled","cat","pet","",109000
"video8_110000_0","video8","The Universe Unveiled","dog","pet","8eb1df83-22ef-4484-869b-fdbab0b3f223",110000
"video8_110000_1","video8","The Universe Unveiled","cat","pet","",110000
"video8_111000_0","video8","The Universe Unveiled","person","","",111000
"video8_111000_1","video8","The Universe Unveiled","person","","",111000
"video8_111000_2","video8","The Universe Unveiled","car","vehicle","",111000
"video8_113000_0","video8","The Universe Unveiled","dog","pet","",113000
"video8_114000_0","video8","The Universe Unveiled","dog","pet","",114000
"video8_114000_1","video8","The Universe Unveiled","monitor","electronics","",114000
"video8_115000_0","video8","The Universe Unveiled","monitor","electronics","",115000
"video8_115000_1","video8","The Universe Unveiled","person","","",115000
"video8_116000_0","video8","The Universe Unveiled","person","","",116000
"video8_116000_1","video8","The Universe Unveiled","person","","",116000
"video8_117000_0","video8","The Universe Unveiled","dog","pet","",117000
"video8_117000_1","video8","The Universe Unveiled","dog","pet","",117000
"video8_117000_2","video8","The Universe Unveiled","car","vehicle","",117000
"video8_118000_0","video8","The Universe Unveiled","cat","pet","",118000
"video8_118000_1","video8","The Universe Unveiled","car","vehicle","",118000
"video8_118000_2","video8","The Universe Unveiled","person","","",118000
"video8_119000_0","video8","The Universe Unveiled","person","","",119000
"video8_120000_0","video8","The Universe Unveiled","cat","pet","6f21d229-1c5d-43bd-9a31-79010574cde7",120000
"video8_120000_1","video8","The Universe Unveiled","person","","",120000
"video8_120000_2","video8","The Universe Unveiled","monitor","electronics","",120000
"video8_121000_0","video8","The Universe Unveiled","person","","",121000
"video8_122000_0","video8","The Universe Unveiled","cat","pet","",122000
"video8_123000_0","video8","The Universe Unveiled","monitor","electronics","",123000
"video8_123000_1","video8","The Universe Unveiled","car","vehicle","",123000
"video8_123000_2","video8","The Universe Unveiled","cat","pet","",123000
"video8_124000_0","video8","The Universe Unveiled","cat","pet","",124000
"video8_124000_1","video8","The Universe Unveiled","monitor","electronics","",124000
"video8_124000_2","video8","The Universe Unveiled","person","","",124000
"video8_125000_0","video8","The Universe Unveiled","person","","",125000
"video8_125000_1","video8","The Universe Unveiled","monitor","electronics","",125000
"video8_125000_2","video8","The Universe Unveiled","dog","pet","",125000
"video8_127000_0","video8","The Universe Unveiled","dog","pet","",127000
"video8_127000_1","video8","The Universe Unveiled","cat","pet","",127000
"video8_129000_0","video8","The Universe Unveiled","dog","pet","",129000
"video8_130000_0","video8","The Universe Unveiled","person","","",130000
"video8_130000_1","video8","The Universe Unveiled","monitor","electronics","",130000
"video8_131000_0","video8","The Universe Unveiled","cat","pet","",131000
"video8_131000_1","video8","The Universe Unveiled","person","","",131000
"video8_131000_2","video8","The Universe Unveiled","person","","",131000
"video8_132000_0","video8","The Universe Unveiled","cat","pet","",132000
"video8_132000_1","video8","The Universe Unveiled","monitor","electronics","",132000
"video9_0_0","video9","Heartfelt Family Reunions","person","","",0
"video9_0_1","video9","Heartfelt Family Reunions","dog","pet","",0
"video9_0_2","video9","Heartfelt Family Reunions","person","","",0
"video9_1000_0","video9","Heartfelt Family Reunions","cat","pet","",1000
"video9_1000_1","video9","Heartfelt Family Reunions","person","","",1000
"video9_2000_0","video9","Heartfelt Family Reunions","monitor","electronics","",2000
"video9_3000_0","video9","Heartfelt Family Reunions","cat","pet","",3000
"video9_3000_1","video9","Heartfelt Family Reunions","monitor","electronics","",3000
"video9_3000_2","video9","Heartfelt Family Reunions","monitor","electronics","",3000
"video9_4000_0","video9","Heartfelt Family Reunions","dog","pet","",4000
"video9_4000_1","video9","Heartfelt Family Reunions","person","","f32e0236-4678-4786-9f55-dc04e56f6f91",4000
"video9_5000_0","video9","Heartfelt Family Reunions","car","vehicle","",5000
"video9_5000_1","video9","Heartfelt Family Reunions","dog","pet","",5000
"video9_6000_0","video9","Heartfelt Family Reunions","car","vehicle","",6000
"video9_6000_1","video9","Heartfelt Family Reunions","cat","pet","",6000
"video9_7000_0","video9","Heartfelt Family Reunions","person","","",7000
"video9_8000_0","video9","Heartfelt Family Reunions","dog","pet","",8000
"video9_8000_1","video9","Heartfelt Family Reunions","cat","pet","",8000
"video9_8000_2","video9","Heartfelt Family Reunions","dog","pet","",8000
"video9_9000_0","video9","Heartfelt Family Reunions","dog","pet","",9000
"video9_9000_1","video9","Heartfelt Family Reunions","car","vehicle","",9000
"video9_10000_0","video9","Heartfelt Family Reunions","cat","pet","",10000
"video9_10000_1","video9","Heartfelt Family Reunions","cat","pet","",10000
"video9_11000_0","video9","Heartfelt Family Reunions","person","","",11000
"video9_11000_1","video9","Heartfelt Family Reunions","person","","",11000
"video9_11000_2","video9","Heartfelt Family Reunions","monitor","electronics","",11000
"video9_12000_0","video9","Heartfelt Family Reunions","cat","pet","",12000
"video9_12000_1","video9","Heartfelt Family Reunions","dog","pet","",12000
"video9_13000_0","video9","Heartfelt Family Reunions","car","vehicle","",13000
"video9_13000_1","video9","Heartfelt Family Reunions","car","vehicle","",13000
"video9_15000_0","video9","Heartfelt Family Reunions","person","","",15000
"video9_15000_1","video9","Heartfelt Family Reunions","cat","pet","",15000
"video9_16000_0","video9","Heartfelt Family Reunions","cat","pet","",16000
"video9_17000_0","video9","Heartfelt Family Reunions","cat","pet","",17000
"video9_17000_1","video9","Heartfelt Family Reunions","cat","pet","",17000
"video9_17000_2","video9","Heartfelt Family Reunions","cat","pet","",17000
"video9_18000_0","video9","Heartfelt Family Reunions","dog","pet","",18000
"video9_19000_0","video9","Heartfelt Family Reunions","car","vehicle","",19000
"video9_20000_0","video9","Heartfelt Family Reunions","monitor","electronics","",20000
"video9_20000_1","video9","Heartfelt Family Reunions","person","","",20000
"video9_21000_0","video9","Heartfelt Family Reunions","car","vehicle","",21000
"video9_21000_1","video9","Heartfelt Family Reunions","car","vehicle","",21000
"video9_21000_2","video9","Heartfelt Family Reunions","dog","pet","",21000
"video9_23000_0","video9","Heartfelt Family Reunions","car","vehicle","",23000
"video9_23000_1","video9","Heartfelt Family Reunions","car","vehicle","",23000
"video9_24000_0","video9","Heartfelt Family Reunions","cat","pet","6f21d229-1c5d-43bd-9a31-79010574cde7",24000
"video9_24000_1","video9","Heartfelt Family Reunions","car","vehicle","",24000
"video9_24000_2","video9","Heartfelt Family Reunions","cat","pet","",24000
"video9_25000_0","video9","Heartfelt Family Reunions","cat","pet","",25000
"video9_25000_1","video9","Heartfelt Family Reunions","cat","pet","",25000
"video9_25000_2","video9","Heartfelt Family Reunions","cat","pet","",25000
"video9_26000_0","video9","Heartfelt Family Reunions","cat","pet","6f21d229-1c5d-43bd-9a31-79010574cde7",26000
"video9_26000_1","video9","Heartfelt Family Reunions","person","","",26000
"video9_27000_0","video9","Heartfelt Family Reunions","car","vehicle","",27000
"video9_27000_1","video9","Heartfelt Family Reunions","cat","pet","",27000
"video9_27000_2","video9","Heartfelt Family Reunions","cat","pet","",27000
"video9_28000_0","video9","Heartfelt Family Reunions","car","vehicle","",28000
"video9_28000_1","video9","Heartfelt Family Reunions","car","vehicle","",28000
"video9_29000_0","video9","Heartfelt Family Reunions","cat","pet","",29000
"video9_29000_1","video9","Heartfelt Family Reunions","dog","pet","",29000
"video9_29000_2","video9","Heartfelt Family Reunions","monitor","electronics","",29000
"video9_30000_0","video9","Heartfelt Family Reunions","monitor","electronics","",30000
"video9_30000_1","video9","Heartfelt Family Reunions","person","","",30000
"video9_30000_2","video9","Heartfelt Family Reunions","car","vehicle","78de7948-2778-4ecd-90b0-8a90e097db7d",30000
"video9_31000_0","video9","Heartfelt Family Reunions","cat","pet","6f21d229-1c5d-43bd-9a31-79010574cde7",31000
"video9_31000_1","video9","Heartfelt Family Reunions","car","vehicle","",31000
"video9_32000_0","video9","Heartfelt Family Reunions","cat","pet","",32000
"video9_32000_1","video9","Heartfelt Family Reunions","cat","pet","",32000
"video9_32000_2","video9","Heartfelt Family Reunions","monitor","electronics","",32000
"video9_33000_0","video9","Heartfelt Family Reunions","monitor","electronics","",33000
"video9_33000_1","video9","Heartfelt Family Reunions","person","","",33000
"video9_34000_0","video9","Heartfelt Family Reunions","dog","pet","",34000
"video9_35000_0","video9","Heartfelt Family Reunions","monitor","electronics","",35000
"video9_35000_1","video9","Heartfelt Family Reunions","monitor","electronics","",35000
"video9_36000_0","video9","Heartfelt Family Reunions","dog","pet","",36000
"video9_37000_0","video9","Heartfelt Family Reunions","car","vehicle","",37000
"video9_37000_1","video9","Heartfelt Family Reunions","person","","",37000
"video9_38000_0","video9","Heartfelt Family Reunions","dog","pet","",38000
"video9_39000_0","video9","Heartfelt Family Reunions","cat","pet","",39000
"video9_40000_0","video9","Heartfelt Family Reunions","car","vehicle","78de7948-2778-4ecd-90b0-8a90e097db7d",40000
"video9_40000_1","video9","Heartfelt Family Reunions","car","vehicle","",40000
"video9_40000_2","video9","Heartfelt Family Reunions","car","vehicle","78de7948-2778-4ecd-90b0-8a90e097db7d",40000
"video9_41000_0","video9","Heartfelt Family Reunions","monitor","electronics","971532fa-2c20-4de1-83a1-682cc7c78d76",41000
"video9_41000_1","video9","Heartfelt Family Reunions","monitor","electronics","",41000
"video9_42000_0","video9","Heartfelt Family Reunions","car","vehicle","",42000
"video9_42000_1","video9","Heartfelt Family Reunions","person","","",42000
"video9_42000_2","video9","Heartfelt Family Reunions","cat","pet","",42000
"video9_43000_0","video9","Heartfelt Family Reunions","dog","pet","8eb1df83-22ef-4484-869b-fdbab0b3f223",43000
"video9_43000_1","video9","Heartfelt Family Reunions","monitor","electronics","",43000
"video9_43000_2","video9","Heartfelt Family Reunions","person","","",43000
"video9_44000_0","video9","Heartfelt Family Reunions","monitor","electronics","",44000
"video9_44000_1","video9","Heartfelt Family Reunions","cat","pet","",44000
"video9_44000_2","video9","Heartfelt Family Reunions","person","","",44000
"video9_45000_0","video9","Heartfelt Family Reunions","car","vehicle","",45000
"video9_45000_1","video9","Heartfelt Family Reunions","dog","pet","",45000
"video9_45000_2","video9","Heartfelt Family Reunions","car","vehicle","",45000
"video9_46000_0","video9","Heartfelt Family Reunions","car","vehicle","",46000
"video9_47000_0","video9","Heartfelt Family Reunions","car","vehicle","",47000
"video9_47000_1","video9","Heartfelt Family Reunions","dog","pet","8eb1df83-22ef-4484-869b-fdbab0b3f223",47000
"video9_47000_2","video9","Heartfelt Family Reunions","person","","",47000
"video9_48000_0","video9","Heartfelt Family Reunions","dog","pet","",48000
"video9_48000_1","video9","Heartfelt Family Reunions","cat","pet","",48000
"video9_51000_0","video9","Heartfelt Family Reunions","person","","",51000
"video9_51000_1","video9","Heartfelt Family Reunions","cat","pet","",51000
"video9_52000_0","video9","Heartfelt Family Reunions","car","vehicle","78de7948-2778-4ecd-90b0-8a90e097db7d",52000
"video9_52000_1","video9","Heartfelt Family Reunions","cat","pet","",52000
"video9_54000_0","video9","Heartfelt Family Reunions","car","vehicle","78de7948-2778-4ecd-90b0-8a90e097db7d",54000
"video9_54000_1","video9","Heartfelt Family Reunions","person","","",54000
"video9_54000_2","video9","Heartfelt Family Reunions","car","vehicle","",54000
"video9_55000_0","video9","Heartfelt Family Reunions","car","vehicle","",55000
"video9_55000_1","video9","Heartfelt Family Reunions","person","","",55000
"video9_55000_2","video9","Heartfelt Family Reunions","cat","pet","",55000
"video9_56000_0","video9","Heartfelt Family Reunions","person","","",56000
"video9_60000_0","video9","Heartfelt Family Reunions","dog","pet","",60000
"video9_60000_1","video9","Heartfelt Family Reunions","car","vehicle","",60000
"video9_60000_2","video9","Heartfelt Family Reunions","monitor","electronics","",60000
"video9_61000_0","video9","Heartfelt Family Reunions","person","","",61000
"video9_61000_1","video9","Heartfelt Family Reunions","dog","pet","",61000
"video9_62000_0","video9","Heartfelt Family Reunions","person","","",62000
"video9_63000_0","video9","Heartfelt Family Reunions","car","vehicle","",63000
"video9_63000_1","video9","Heartfelt Family Reunions","cat","pet","",63000
"video9_63000_2","video9","Heartfelt Family Reunions","dog","pet","",63000
"video9_64000_0","video9","Heartfelt Family Reunions","monitor","electronics","",64000
"video9_65000_0","video9","Heartfelt Family Reunions","dog","pet","",65000
"video9_65000_1","video9","Heartfelt Family Reunions","cat","pet","",65000
"video9_65000_2","video9","Heartfelt Family Reunions","dog","pet","8eb1df83-22ef-4484-869b-fdbab0b3f223",65000
"video9_66000_0","video9","Heartfelt Family Reunions","dog","pet","",66000
"video9_67000_0","video9","Heartfelt Family Reunions","monitor","electronics","",67000
"video9_67000_1","video9","Heartfelt Family Reunions","person","","",67000
"video9_68000_0","video9","Heartfelt Family Reunions","dog","pet","",68000
"video9_68000_1","video9","Heartfelt Family Reunions","car","vehicle","",68000
"video9_68000_2","video9","Heartfelt Family Reunions","dog","pet","",68000
"video9_69000_0","video9","Heartfelt Family Reunions","dog","pet","",69000
"video9_69000_1","video9","Heartfelt Family Reunions","cat","pet","",69000
"video9_69000_2","video9","Heartfelt Family Reunions","person","","",69000
"video9_70000_0","video9","Heartfelt Family Reunions","monitor","electronics","",70000
"video9_71000_0","video9","Heartfelt Family Reunions","monitor","electronics","",71000
"video9_71000_1","video9","Heartfelt Family Reunions","person","","",71000
"video9_72000_0","video9","Heartfelt Family Reunions","car","vehicle","",72000
"video9_73000_0","video9","Heartfelt Family Reunions","car","vehicle","78de7948-2778-4ecd-90b0-8a90e097db7d",73000
"video9_73000_1","video9","Heartfelt Family Reunions","dog","pet","8eb1df83-22ef-4484-869b-fdbab0b3f223",73000
"video9_73000_2","video9","Heartfelt Family Reunions","person","","",73000
"video9_74000_0","video9","Heartfelt Family Reunions","car","vehicle","",74000
"video9_74000_1","video9","Heartfelt Family Reunions","monitor","electronics","",74000
"video9_76000_0","video9","Heartfelt Family Reunions","dog","pet","8eb1df83-22ef-4484-869b-fdbab0b3f223",76000
"video9_78000_0","video9","Heartfelt Family Reunions","cat","pet","",78000
"video9_78000_1","video9","Heartfelt Family Reunions","cat","pet","",78000
"video9_79000_0","video9","Heartfelt Family Reunions","dog","pet","",79000
"video9_79000_1","video9","Heartfelt Family Reunions","person","","",79000
"video9_79000_2","video9","Heartfelt Family Reunions","dog","pet","",79000
"video9_80000_0","video9","Heartfelt Family Reunions","car","vehicle","",80000
"video9_80000_1","video9","Heartfelt Family Reunions","cat","pet","",80000
"video9_80000_2","video9","Heartfelt Family Reunions","cat","pet","",80000
"video9_81000_0","video9","Heartfelt Family Reunions","monitor","electronics","",81000
"video9_81000_1","video9","Heartfelt Family Reunions","dog","pet","",81000
"video9_81000_2","video9","Heartfelt Family Reunions","person","","",81000
"video9_82000_0","video9","Heartfelt Family Reunions","car","vehicle","",82000
"video9_84000_0","video9","Heartfelt Family Reunions","monitor","electronics","",84000
"video9_84000_1","video9","Heartfelt Family Reunions","cat","pet","",84000
"video9_85000_0","video9","Heartfelt Family Reunions","monitor","electronics","",85000
"video9_85000_1","video9","Heartfelt Family Reunions","dog","pet","",85000
"video9_85000_2","video9","Heartfelt Family Reunions","person","","",85000
"video9_86000_0","video9","Heartfelt Family Reunions","cat","pet","",86000
"video9_87000_0","video9","Heartfelt Family Reunions","car","vehicle","",87000
"video9_87000_1","video9","Heartfelt Family Reunions","monitor","electronics","",87000
"video9_87000_2","video9","Heartfelt Family Reunions","monitor","electronics","",87000
"video9_88000_0","video9","Heartfelt Family Reunions","cat","pet","",88000
"video9_88000_1","video9","Heartfelt Family Reunions","person","","",88000
"video9_88000_2","video9","Heartfelt Family Reunions","dog","pet","",88000
"video9_89000_0","video9","Heartfelt Family Reunions","person","","",89000
"video9_90000_0","video9","Heartfelt Family Reunions","monitor","electronics","",90000
"video9_92000_0","video9","Heartfelt Family Reunions","monitor","electronics","",92000
"video9_92000_1","video9","Heartfelt Family Reunions","dog","pet","8eb1df83-22ef-4484-869b-fdbab0b3f223",92000
"video9_93000_0","video9","Heartfelt Family Reunions","dog","pet","",93000
"video9_93000_1","video9","Heartfelt Family Reunions","person","","",93000
"video9_94000_0","video9","Heartfelt Family Reunions","monitor","electronics","",94000
"video9_94000_1","video9","Heartfelt Family Reunions","monitor","electronics","",94000
"video9_95000_0","video9","Heartfelt Family Reunions","cat","pet","",95000
"video9_96000_0","video9","Heartfelt Family Reunions","dog","pet","",96000
"video9_96000_1","video9","Heartfelt Family Reunions","dog","pet","",96000
"video9_97000_0","video9","Heartfelt Family Reunions","dog","pet","",97000
"video9_97000_1","video9","Heartfelt Family Reunions","cat","pet","",97000
"video9_97000_2","video9","Heartfelt Family Reunions","cat","pet","",97000
"video9_98000_0","video9","Heartfelt Family Reunions","dog","pet","",98000
"video9_102000_0","video9","Heartfelt Family Reunions","car","vehicle","",102000
"video9_102000_1","video9","Heartfelt Family Reunions","person","","",102000
"video9_104000_0","video9","Heartfelt Family Reunions","cat","pet","",104000
"video9_105000_0","video9","Heartfelt Family Reunions","dog","pet","",105000
"video9_105000_1","video9","Heartfelt Family Reunions","person","","",105000
"video9_106000_0","video9","Heartfelt Family Reunions","monitor","electronics","",106000
"video9_106000_1","video9","Heartfelt Family Reunions","dog","pet","",106000
"video9_108000_0","video9","Heartfelt Family Reunions","person","","",108000
"video9_109000_0","video9","Heartfelt Family Reunions","cat","pet","",109000
"video9_109000_1","video9","Heartfelt Family Reunions","monitor","electronics","971532fa-2c20-4de1-83a1-682cc7c78d76",109000
"video9_110000_0","video9","Heartfelt Family Reunions","car","vehicle","",110000
"video9_110000_1","video9","Heartfelt Family Reunions","dog","pet","",110000
"video9_111000_0","video9","Heartfelt Family Reunions","person","","",111000
"video9_112000_0","video9","Heartfelt Family Reunions","person","","",112000
"video9_112000_1","video9","Heartfelt Family Reunions","monitor","electronics","",112000
"video9_113000_0","video9","Heartfelt Family Reunions","dog","pet","",113000
"video9_113000_1","video9","Heartfelt Family Reunions","monitor","electronics","",113000
"video9_115000_0","video9","Heartfelt Family Reunions","cat","pet","",115000
"video9_116000_0","video9","Heartfelt Family Reunions","cat","pet","",116000
"video9_117000_0","video9","Heartfelt Family Reunions","dog","pet","",117000
"video9_118000_0","video9","Heartfelt Family Reunions","car","vehicle","",118000
"video9_119000_0","video9","Heartfelt Family Reunions","person","","",119000
"video9_119000_1","video9","Heartfelt Family Reunions","dog","pet","",119000
"video9_120000_0","video9","Heartfelt Family Reunions","person","","",120000
"video9_121000_0","video9","Heartfelt Family Reunions","dog","pet","",121000
"video9_121000_1","video9","Heartfelt Family Reunions","person","","",121000
"video9_122000_0","video9","Heartfelt Family Reunions","cat","pet","",122000
"video9_122000_1","video9","Heartfelt Family Reunions","cat","pet","",122000
"video9_123000_0","video9","Heartfelt Family Reunions","car","vehicle","",123000
"video9_123000_1","video9","Heartfelt Family Reunions","monitor","electronics","",123000
"video9_123000_2","video9","Heartfelt Family Reunions","cat","pet","",123000
"video9_124000_0","video9","Heartfelt Family Reunions","dog","pet","",124000
"video9_124000_1","video9","Heartfelt Family Reunions","person","","",124000
"video9_125000_0","video9","Heartfelt Family Reunions","car","vehicle","",125000
"video9_126000_0","video9","Heartfelt Family Reunions","monitor","electronics","",126000
"video9_126000_1","video9","Heartfelt Family Reunions","dog","pet","",126000
"video9_127000_0","video9","Heartfelt Family Reunions","cat","pet","",127000
"video9_127000_1","video9","Heartfelt Family Reunions","person","","",127000
"video9_129000_0","video9","Heartfelt Family Reunions","monitor","electronics","971532fa-2c20-4de1-83a1-682cc7c78d76",129000
"video9_129000_1","video9","Heartfelt Family Reunions","car","vehicle","78de7948-2778-4ecd-90b0-8a90e097db7d",129000
"video9_129000_2","video9","Heartfelt Family Reunions","dog","pet","",129000
"video9_130000_0","video9","Heartfelt Family Reunions","monitor","electronics","",130000
"video9_130000_1","video9","Heartfelt Family Reunions","person","","",130000
"video9_133000_0","video9","Heartfelt Family Reunions","car","vehicle","",133000
"video9_134000_0","video9","Heartfelt Family Reunions","cat","pet","6f21d229-1c5d-43bd-9a31-79010574cde7",134000
"video9_134000_1","video9","Heartfelt Family Reunions","car","vehicle","",134000
"video9_135000_0","video9","Heartfelt Family Reunions","cat","pet","",135000
"video9_136000_0","video9","Heartfelt Family Reunions","monitor","electronics","",136000
"video9_136000_1","video9","Heartfelt Family Reunions","monitor","electronics","",136000
"video9_136000_2","video9","Heartfelt Family Reunions","person","","",136000
"video9_137000_0","video9","Heartfelt Family Reunions","monitor","electronics","971532fa-2c20-4de1-83a1-682cc7c78d76",137000
"video9_137000_1","video9","Heartfelt Family Reunions","person","","",137000
"video9_137000_2","video9","Heartfelt Family Reunions","dog","pet","",137000
"video9_139000_0","video9","Heartfelt Family Reunions","person","","f32e0236-4678-4786-9f55-dc04e56f6f91",139000
"video9_139000_1","video9","Heartfelt Family Reunions","cat","pet","",139000
"video9_140000_0","video9","Heartfelt Family Reunions","person","","",140000
"video9_140000_1","video9","Heartfelt Family Reunions","person","","",140000
